Code,Script,Glottocode,Name,Notes,Family,Subfamily_1,Subfamily_2,Full_Classification,Minimal Full Classification,Language,Code_orig,Sentences,Total patches,Total bytes,Avg b/patch,Avg patches/sent,Premium vs EN,Script_Name,Script_Type,Script_Tier,Bytes_Per_Char,cc_pages,cc_urls
min,Arab,mina1268,Minangkabau (Jawi script),,Austronesian,Malayo-Polynesian,Malayo-Chamic,Austronesian > Malayo-Polynesian > Malayo-Chamic > Malayic > Nuclear Malayic > Northern Sumatra Malay > Kerinci-Minangkabau > Minangkabauic,Austronesian > Malayo-Chamic > Malayic > Northern Sumatra Malay,Minangkabau (Arabic),min_Arab,997,82706,218096,2.637,82.9549,3.4226,Arabic,Abjad,2,2 bytes,,
min,Latn,mina1268,Minangkabau (Latin script),,Austronesian,Malayo-Polynesian,Malayo-Chamic,Austronesian > Malayo-Polynesian > Malayo-Chamic > Malayic > Nuclear Malayic > Northern Sumatra Malay > Kerinci-Minangkabau > Minangkabauic,Austronesian > Malayo-Chamic > Malayic > Northern Sumatra Malay,Minangkabau (Latin),min_Latn,997,77407,133317,1.7223,77.6399,3.2033,Latin,Alphabet,1,1 byte,,
mkd,Cyrl,mace1250,Macedonian,,Indo-European,Classical Indo-European,Balto-Slavic,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > South Slavic > Eastern South Slavic > Macedo-Bulgarian,Indo-European > Balto-Slavic > Slavic > South Slavic > Eastern South Slavic,Macedonian,mkd_Cyrl,997,36866,237676,6.447,36.9769,1.5256,Cyrillic,Alphabet,2,2 bytes,60622784,60352079
mlt,Latn,malt1254,Maltese,,Afro-Asiatic,Semitic,West Semitic,Afro-Asiatic > Semitic > West Semitic > Central Semitic > Arabian > Arabic > North African Arabic > Western Middle Arabic > Maghrebi > Malta-Tunisian Arabic,Afro-Asiatic > Semitic > Central Semitic > Arabian > North African Arabic > Malta-Tunisian Arabic,Maltese,mlt_Latn,997,120218,145371,1.2092,120.5797,4.9749,Latin,Alphabet,1,1 byte,6964896,6886190
mni,Beng,mani1292,"Meitei (Manipuri, Bengali script)",,Sino-Tibetan,Kuki-Chin-Naga,,Sino-Tibetan > Kuki-Chin-Naga,Sino-Tibetan > Kuki-Chin-Naga,Meitei (Bengali),mni_Beng,997,91971,347444,3.7778,92.2477,3.806,Bengali,Abugida,3,3 bytes,,
mni,Mtei,mani1292,"Meitei (Manipuri, Meitei script)",dev only,Sino-Tibetan,Kuki-Chin-Naga,,Sino-Tibetan > Kuki-Chin-Naga,Sino-Tibetan > Kuki-Chin-Naga,Meitei (Meitei Mayek),mni_Mtei,997,130403,323782,2.4829,130.7954,5.3964,Meitei,Abugida,3,3 bytes,,
mos,Latn,moss1236,Mossi,,Atlantic-Congo,Volta-Congo,North Volta-Congo,Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Central Gur > Northern Central Gur > Bwamu-Oti-Volta > Oti-Volta > Nuclear Oti-Volta > Gurma-Yom-Oti-Volta Occidental > Oti-Volta Occidental > Nuclear Oti-Volta Occidental > Northwest Oti-Volta > Mossi-Farefare > Mossic,Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Northern Central Gur,Mossi,mos_Latn,997,107610,130902,1.2164,107.9338,4.4531,Latin,Alphabet,1,1 byte,,
mri,Latn,maor1246,Maori,,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokalau Fijian > Polynesian > Nuclear Polynesian > Northern Outlier Polynesian-East Polynesian > Solomons Northern Outlier Polynesian-East Polynesian > Central Northern Outlier Polynesian-East Polynesian > East Polynesian > East Polynesian Proximal > Southern East Polynesian Proximal > Maoric,Austronesian > Eastern Malayo-Polynesian > Polynesian > Northern Outlier Polynesian-East Polynesian,Māori,mri_Latn,997,103576,145173,1.4016,103.8877,4.2862,Latin,Alphabet,1,1 byte,2267801,2252745
mya,Mymr,nucl1310,Burmese,,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Sino-Tibetan > Burmo-Qiangic > Lolo-Burmese > Burmish > Southern Burmish > Mranmaic > Nuclear Mranmaic,Sino-Tibetan > Burmo-Qiangic,Burmese,mya_Mymr,997,138500,443775,3.2042,138.9168,5.7314,Burmese,Abugida,3,3 bytes,23624930,23532659
myv,Cyrl,erzy1239,Erzya,,Uralic,Mordvin,,Uralic > Mordvin,Uralic > Mordvin,Erzya,myv_Cyrl,997,64028,248513,3.8813,64.2207,2.6496,Cyrillic,Alphabet,2,2 bytes,,
nld,Latn,dutc1256,Dutch,,Indo-European,Classical Indo-European,Germanic,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > West Germanic > Macro-Dutch > Middle-Modern Dutch > Modern Dutch > Global Dutch,Indo-European > Germanic > West Germanic > Macro-Dutch,Dutch,nld_Latn,997,47162,139278,2.9532,47.3039,1.9517,Latin,Alphabet,1,1 byte,3610577463,3581120841
nno,Latn,norw1262,Norwegian Nynorsk,,Indo-European,Classical Indo-European,Germanic,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > West Scandinavian > Norwegian,Indo-European > Germanic > North Germanic > West Scandinavian > Norwegian,Norwegian Nynorsk,nno_Latn,997,62119,130560,2.1018,62.3059,2.5706,Latin,Alphabet,1,1 byte,32531797,32290890
nob,Latn,norw1259,"Norwegian Bokmål, moderate variety",,Indo-European,Classical Indo-European,Germanic,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > West Scandinavian > Norwegian,Indo-European > Germanic > North Germanic > West Scandinavian > Norwegian,Norwegian Bokmål,nob_Latn,997,54701,127253,2.3263,54.8656,2.2636,Latin,Alphabet,1,1 byte,649813400,644493173
nob,Latn,norw1259 (with variant=radical),"Norwegian Bokmål, radical variety",,Indo-European,Classical Indo-European,Germanic,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > West Scandinavian > Norwegian,Indo-European > Germanic > North Germanic > West Scandinavian > Norwegian,Norwegian Bokmål (Radical),nob_Latn_radical,997,55773,127125,2.2793,55.9408,2.308,Latin,Alphabet,1,1 byte,649813400,644493173
npi,Deva,nepa1254,Nepali,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Indo-Aryan Northern zone > Eastern Pahari,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Indo-Aryan Northern zone,Nepali,npi_Deva,997,79982,323081,4.0394,80.2227,3.3098,Devanagari,Abugida,3,3 bytes,,
nqo,Nkoo,nkoa1234,Nko,,Artificial Language,,,Artificial Language,Artificial Language,N'Ko,nqo_Nkoo,997,287188,288510,1.0046,288.0522,11.8845,N’Ko,Alphabet,2,2 bytes,,
nso,Latn,pedi1238,Northern Sotho,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Sotho-Tswana (S.30) > Northern Sotho > Sepedic,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Sotho-Tswana (S.30) > Northern Sotho,Northern Sotho,nso_Latn,997,116258,148215,1.2749,116.6078,4.811,Latin,Alphabet,1,1 byte,206600,205851
nus,Latn,nuer1246,Nuer,,Nilotic,Western Nilotic,Dinka-Nuer,Nilotic > Western Nilotic > Dinka-Nuer > Nuer-Reel,Nilotic > Dinka-Nuer > Nuer-Reel,Nuer,nus_Latn,997,145615,165666,1.1377,146.0532,6.0259,Latin,Alphabet,1,1 byte,,
nya,Latn,nyan1308,Nyanja,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Tumbuka-Sena-Nyanja > Sena-Nyanja > Nyanjaic,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Tumbuka-Sena-Nyanja > Sena-Nyanja,Chichewa,nya_Latn,997,109161,141777,1.2988,109.4895,4.5173,Latin,Alphabet,1,1 byte,928706,925245
oci,Latn,occi1239,Occitan,,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > Occitanic,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > Occitanic,Occitan,oci_Latn,997,56444,146870,2.602,56.6138,2.3358,Latin,Alphabet,1,1 byte,6366886,6339942
oci,Latn,aran1260,Aranese,,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > Occitanic > Occitan > Gascon,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > Occitanic > Occitan,Aranese Occitan,oci_Latn_aran1260,997,72404,147862,2.0422,72.6219,2.9962,Latin,Alphabet,1,1 byte,6366886,6339942
ory,Orya,oriy1255,Odia,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Eastern zone > Oriya-Gauda-Kamrupa > Macro-Oriya,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Eastern zone > Macro-Oriya,Odia,ory_Orya,997,90118,345806,3.8373,90.3892,3.7293,Odia,Abugida,3,3 bytes,8341478,8321756
pag,Latn,pang1290,Pangasinan,,Austronesian,Malayo-Polynesian,Northern Luzon,Austronesian > Malayo-Polynesian > Northern Luzon > Meso-Cordilleran > South-Central Cordilleran > Southern Cordilleran > West Southern Cordilleran,Austronesian > Northern Luzon > Meso-Cordilleran,Pangasinan,pag_Latn,997,89270,126206,1.4138,89.5386,3.6942,Latin,Alphabet,1,1 byte,,
pan,Guru,panj1256,Eastern Panjabi,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Sindhi-Lahnda > Greater Panjabic > Eastern Panjabic,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Greater Panjabic,Punjabi,pan_Guru,997,97420,326052,3.3469,97.7131,4.0315,Gurmukhi,Abugida,3,3 bytes,11640973,11593313
pap,Latn,papi1253,Papiamento,,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Upper Guinea Portuguese,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Upper Guinea Portuguese,Papiamento,pap_Latn,997,89923,135496,1.5068,90.1936,3.7212,Latin,Alphabet,1,1 byte,,
pbt,Arab,sout2649,Southern Pashto,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Iranian-Nuristani > Iranian > Pashto > Nuclear Pashto,Indo-European > Indo-Iranian > Iranian-Nuristani > Pashto,Southern Pashto,pbt_Arab,997,78630,213300,2.7127,78.8666,3.2539,Arabic,Abjad,2,2 bytes,6367306,6336284
pes,Arab,west2369,Western Persian,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Iranian-Nuristani > Iranian > Southwestern Iranian > Middle-Modern Persian > Modern Southwestern Iranian > Farsic-Caucasian Tat > Farsic,Indo-European > Indo-Iranian > Iranian-Nuristani > Southwestern Iranian,Western Persian,pes_Arab,997,76287,214646,2.8137,76.5165,3.1569,Arabic,Abjad,2,2 bytes,1271707294,1264171685
plt,Latn,plat1254,Plateau Malagasy,,Austronesian,Malayo-Polynesian,Basap-Greater Barito,Austronesian > Malayo-Polynesian > Basap-Greater Barito > Greater Barito linkage > Southeast Barito > Malagasic > North-Central Malagasic > Central-Eastern Malagasic,Austronesian > Basap-Greater Barito,Plateau Malagasy,plt_Latn,997,120868,158252,1.3093,121.2317,5.0018,Latin,Alphabet,1,1 byte,6431320,6401178
pol,Latn,poli1260,Polish,,Indo-European,Classical Indo-European,Balto-Slavic,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > West Slavic > Lechitic > Polish-Silesian,Indo-European > Balto-Slavic > Slavic > West Slavic > Lechitic,Polish,pol_Latn,997,49922,141830,2.841,50.0722,2.0659,Latin,Alphabet,1,1 byte,3430605391,3408199823
por,Latn,braz1246,Portuguese (Brazilian),,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Brazil-Portugal Portuguese > Portuguese,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Brazil-Portugal Portuguese,Portuguese,por_Latn,997,41055,139900,3.4076,41.1785,1.6989,Latin,Alphabet,1,1 byte,4099018104,4074503096
prs,Arab,dari1249,Dari,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Iranian-Nuristani > Iranian > Southwestern Iranian > Middle-Modern Persian > Modern Southwestern Iranian > Farsic-Caucasian Tat > Farsic > Eastern Farsic,Indo-European > Indo-Iranian > Iranian-Nuristani > Southwestern Iranian > Eastern Farsic,Dari,prs_Arab,997,70570,204963,2.9044,70.7823,2.9203,Arabic,Abjad,2,2 bytes,,
quy,Latn,ayac1239,Ayacucho Quechua,,Quechuan,Southern Quechua,Ayacuchan Quechua,Quechuan > Southern Quechua > Ayacuchan Quechua,Quechuan,Ayacucho Quechua,quy_Latn,997,98070,134793,1.3745,98.3651,4.0584,Latin,Alphabet,1,1 byte,,
ron,Latn,roma1327,Romanian,,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Eastern Romance > Northern Romanian > Eastern Romanian,Indo-European > Italic > Eastern Romance,Romanian,ron_Latn,997,57531,148896,2.5881,57.7041,2.3808,Latin,Alphabet,1,1 byte,1125558850,1119333515
run,Latn,rund1242,Rundi,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Northeast Savanna Bantu > Great Lakes Bantu > Western Lakes Bantu > Kivu > West Highlands Kivu > Rundic,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Northeast Savanna Bantu > Great Lakes Bantu > Western Lakes Bantu > Rundic,Rundi,run_Latn,997,110509,140346,1.27,110.8415,4.5731,Latin,Alphabet,1,1 byte,172804,171267
rus,Cyrl,russ1263,Russian,,Indo-European,Classical Indo-European,Balto-Slavic,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > East Slavic,Indo-European > Balto-Slavic > Slavic > East Slavic,Russian,rus_Cyrl,997,28513,252298,8.8485,28.5988,1.1799,Cyrillic,Alphabet,2,2 bytes,13473783858,13397737772
sag,Latn,sang1328,Sango,,Atlantic-Congo,Volta-Congo,North Volta-Congo,Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian > Ubangi > Ngbandi-Mongoba-Kazibati > Ngbandic > Nuclear Ngbandic > Sangoic,Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian,Sango,sag_Latn,997,101455,140688,1.3867,101.7603,4.1984,Latin,Alphabet,1,1 byte,363372,363127
san,Deva,sans1269,Sanskrit,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan,Indo-European > Indo-Iranian > Indo-Aryan,Sanskrit,san_Deva,997,81832,333339,4.0735,82.0782,3.3864,Devanagari,Abugida,3,3 bytes,5674920,5648368
sat,Olck,sant1410,Santali,,Austroasiatic,Mundaic,North Munda,Austroasiatic > Mundaic > North Munda > Kherwarian > Santalic,Austroasiatic > Mundaic,Santali,sat_Olck,997,125145,352168,2.8141,125.5216,5.1788,Ol Chiki,Abugida,3,3 bytes,,
scn,Latn,sici1248,Sicilian,,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Italo-Dalmatian > Italian Romance > Southern Italian Romance,Indo-European > Italic > Italo-Western Romance > Italo-Dalmatian > Italian Romance > Southern Italian Romance,Sicilian,scn_Latn,997,81158,139648,1.7207,81.4022,3.3585,Latin,Alphabet,1,1 byte,,
shn,Mymr,shan1277,Shan,,Tai-Kadai,Kam-Tai,Daic-Beic,Tai-Kadai > Kam-Tai > Daic-Beic > Daic > Central-Southwestern Tai > Wenma-Southwestern Tai > Sapa-Southwestern Tai > Southwestern Tai > Southwestern Tai P > Shanic > Southern Shanic,Tai-Kadai > Southwestern Tai P,Shan,shn_Mymr,997,152634,496505,3.2529,153.0933,6.3163,Burmese,Abugida,3,3 bytes,,
sin,Sinh,sinh1246,Sinhala,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Dhivehi-Sinhala > Sinhalaic,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Dhivehi-Sinhala,Sinhala,sin_Sinh,997,100782,335674,3.3307,101.0853,4.1706,Sinhala,Abugida,3,3 bytes,15218821,15163617
slk,Latn,slov1269,Slovak,,Indo-European,Classical Indo-European,Balto-Slavic,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > West Slavic > Czech-Slovak,Indo-European > Balto-Slavic > Slavic > West Slavic > Czech-Slovak,Slovak,slk_Latn,997,74809,137701,1.8407,75.0341,3.0958,Latin,Alphabet,1,1 byte,696039997,691361945
slv,Latn,slov1268,Slovenian,,Indo-European,Classical Indo-European,Balto-Slavic,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > South Slavic > Western South Slavic,Indo-European > Balto-Slavic > Slavic > South Slavic > Western South Slavic,Slovenian,slv_Latn,997,67749,128278,1.8934,67.9529,2.8036,Latin,Alphabet,1,1 byte,295443845,293532981
smo,Latn,samo1305,Samoan,,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokalau Fijian > Polynesian > Nuclear Polynesian > Ellicean > Pukapukic > Samoan-Tokelauan,Austronesian > Eastern Malayo-Polynesian > Polynesian > Ellicean,Samoan,smo_Latn,997,115158,153273,1.331,115.5045,4.7655,Latin,Alphabet,1,1 byte,982573,978614
sna,Latn,shon1251,Shona,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Shona (S.10) > Core Shona > Plateau Shona > Central Shona,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Shona (S.10),Shona,sna_Latn,997,110731,140602,1.2698,111.0642,4.5823,Latin,Alphabet,1,1 byte,1015714,1010485
snd,Arab,sind1272,Sindhi (Arabic script),,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Sindhi-Lahnda > Sindhic > Sindhi-Kachchi,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Sindhic,Sindhi (Arabic),snd_Arab,997,79841,200920,2.5165,80.0812,3.304,Arabic,Abjad,2,2 bytes,2500046,2476633
snd,Deva,sind1272,Sindhi (Devanagari script),dev only,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Sindhi-Lahnda > Sindhic > Sindhi-Kachchi,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Sindhic,Sindhi (Devanagari),snd_Deva,997,85520,334570,3.9122,85.7773,3.539,Devanagari,Abugida,3,3 bytes,2500046,2476633
som,Latn,soma1255,Somali,,Afro-Asiatic,Cushitic,East Cushitic,Afro-Asiatic > Cushitic > East Cushitic > Lowland East Cushitic > Southern Lowland East Cushitic > Mainstream Lowland East Cushitic > Omo-Tana > Eastern Omo-Tana,Afro-Asiatic > Cushitic > Omo-Tana,Somali,som_Latn,997,113487,142420,1.2549,113.8285,4.6963,Latin,Alphabet,1,1 byte,8811562,8782377
sot,Latn,sout2807,Southern Sotho,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Sotho-Tswana (S.30) > Western Sotho-Tswana > Central Sotho-Tswana > Sesotho-Lozi,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Sotho-Tswana (S.30) > Western Sotho-Tswana > Sesotho-Lozi,Southern Sotho,sot_Latn,997,115926,151687,1.3085,116.2748,4.7973,Latin,Alphabet,1,1 byte,952169,947711
spa,Latn,amer1254,Spanish (Latin American),,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Castilic > Spanish,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Castilic,Spanish,spa_Latn,997,39210,152078,3.8786,39.328,1.6226,Latin,Alphabet,1,1 byte,8721329091,8661896197
srd,Latn,sard1257,Sardinian,[1],Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance,Indo-European > Italic,Sardinian,srd_Latn,997,86991,150234,1.727,87.2528,3.5999,Latin,Alphabet,1,1 byte,,
srp,Cyrl,serb1264,Serbian,,Indo-European,Classical Indo-European,Balto-Slavic,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > South Slavic > Western South Slavic > Serbian-Croatian-Bosnian > Shtokavski > New Shtokavian > Eastern Herzegovinian Shtokavian,Indo-European > Balto-Slavic > Slavic > South Slavic > Western South Slavic > Serbian-Croatian-Bosnian,Serbian,srp_Cyrl,997,31960,226435,7.0849,32.0562,1.3226,Cyrillic,Alphabet,2,2 bytes,428606923,426190099
ssw,Latn,swat1243,Swati,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Nguni-Tsonga-Copi > Nguni (S.40) > Nuclear Nguni > Southern Ndebele-Lowland > Swatic,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Nguni-Tsonga-Copi > Nguni (S.40) > Swatic,Swati,ssw_Latn,997,111491,140848,1.2633,111.8265,4.6137,Latin,Alphabet,1,1 byte,76074,74395
sun,Latn,sund1252,Sundanese,,Austronesian,Malayo-Polynesian,,Austronesian > Malayo-Polynesian,Austronesian,Sundanese,sun_Latn,997,88824,132313,1.4896,89.0913,3.6757,Latin,Alphabet,1,1 byte,2136693,2127295
swe,Latn,swed1254,Swedish,,Indo-European,Classical Indo-European,Germanic,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > North Scandinavian > East-Central Swedic > East Swedic,Indo-European > Germanic > North Germanic > North Scandinavian,Swedish,swe_Latn,997,50677,131624,2.5973,50.8295,2.0971,Latin,Alphabet,1,1 byte,1409838855,1398770001
swh,Latn,swah1253,Swahili,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Northeast Savanna Bantu > Northeast Coastal Bantu > Coastal NEC Bantu > Sabaki-Swahili > Swahili (G.40) > Mombasa-Lamu-Inland Swahili,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Northeast Savanna Bantu > Northeast Coastal Bantu,Swahili,swh_Latn,997,99347,131845,1.3271,99.6459,4.1112,Latin,Alphabet,1,1 byte,16167752,16103776
szl,Latn,sile1253,Silesian,,Indo-European,Classical Indo-European,Balto-Slavic,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > West Slavic > Lechitic > Polish-Silesian,Indo-European > Balto-Slavic > Slavic > West Slavic > Lechitic,Silesian,szl_Latn,997,79920,138312,1.7306,80.1605,3.3073,Latin,Alphabet,1,1 byte,,
tam,Taml,tami1289,Tamil,,Dravidian,South Dravidian,South Dravidian I,Dravidian > South Dravidian > South Dravidian I > Tamil-Kannada > Tamil-Kota > Tamil-Toda > Tamil-Irula > Tamil-Kodagu > Tamil-Malayalam > Tamiloid > Tamil-Paliyan,Dravidian > South Dravidian I > Tamil-Kota > Tamiloid,Tamil,tam_Taml,997,87724,398801,4.5461,87.988,3.6302,Tamil,Abugida,3,3 bytes,85165919,84823478
taq,Latn,tama1365,Tamasheq (Latin script),,Afro-Asiatic,Berber,Tuareg,Afro-Asiatic > Berber > Tuareg > Southern Tuareg,Afro-Asiatic > Berber > Tuareg,Tamasheq (Latin),taq_Latn,997,106259,127393,1.1989,106.5787,4.3972,Latin,Alphabet,1,1 byte,,
taq,Tfng,tama1365,Tamasheq (Tifinagh script),,Afro-Asiatic,Berber,Tuareg,Afro-Asiatic > Berber > Tuareg > Southern Tuareg,Afro-Asiatic > Berber > Tuareg,Tamasheq (Tifinagh),taq_Tfng,997,100888,288609,2.8607,101.1916,4.175,Tifinagh,Alphabet,2,2 bytes,,
tat,Cyrl,tata1255,Tatar,,Turkic,Common Turkic,Kipchak-Turkestan,Turkic > Common Turkic > Kipchak-Turkestan > Kipchak > Northwest Kipchak > North Kipchak > Bashkiric,Turkic > Common Turkic > Kipchak-Turkestan > Kipchak > Northwest Kipchak > North Kipchak,Tatar,tat_Cyrl,997,97031,233150,2.4028,97.323,4.0154,Cyrillic,Alphabet,2,2 bytes,13992169,13955010
tel,Telu,telu1262,Telugu,,Dravidian,South Dravidian,South Dravidian II,Dravidian > South Dravidian > South Dravidian II > Teluguic,Dravidian > South Dravidian II,Telugu,tel_Telu,997,91209,338816,3.7147,91.4835,3.7744,Telugu,Abugida,3,3 bytes,34841942,34709401
